Full_Name,First_Name,Last_Name,DOB,Mobile_Number_1,Mobile_Number_2,Email_Id_1,Email_Id_2
Government Degree College Rampachodavaram,,,,,,,
Government Degree College Rapur,,,,,,,
Government Degree College Repalle,,,,,,,
Government Degree College Revulapalem,,,,,,,
Government Degree College Saluru,,,,,,,
Government Degree College Sarangarh,,,,,,,
Government Degree College Sarkaghat,,,,,,,
Government Degree College Seethanagaram,,,,,,,
Government Degree College Siddipet,,,,,,,
Government Degree College Sitapur,,,,,,,
Government Degree College Sopora,,,,,,,
Government Degree College Tiruvuru,,,,,,,
Government Degree College Tral,,,,,,,
Government Degree College Tuni,,,,,,,
Government Degree College Udayagiri,,,,,,,
Government Degree College Udhampur,,,,,,,
Government Degree College Uri,,,,,,,
Government Degree College Vinukonda,,,,,,,
Government Degree College Zaheerabad,,,,,,,
"Government Degree College, Alur",,,,,,,
"Government Degree College, Armoor",,,,,,,
"Government Degree College, Banaganapalli",,,,,,,
"Government Degree College, Bantumilli",,,,,,,
"Government Degree College, Bellampally",,,,,,,
"Government Degree College, Bhainsa",,,,,,,
"Government Degree College, Bichukonda",,,,,,,
"Government Degree College, Bodhan",,,,,,,
"Government Degree College, Bukkapatnam",,,,,,,
"Government Degree College, Chintalapudi",,,,,,,
"Government Degree College, Gajwal",,,,,,,
"Government Degree College, Huzurabad",,,,,,,
"Government Degree College, Kaikaluru",,,,,,,
"Government Degree College, Kalyandurg",,,,,,,
"Government Degree College, Kandukur",,,,,,,
"Government Degree College, Kanigiri",,,,,,,
"Government Degree College, Karvetinaaram",,,,,,,
"Government Degree College, Lakkireddypali",,,,,,,
"Government Degree College, Mancherial",,,,,,,
"Government Degree College, Mandapeta",,,,,,,
"Government Degree College, Medek",,,,,,,
"Government Degree College, Mulugu",,,,,,,
"Government Degree College, Naidupet",,,,,,,
"Government Degree College, Nalgonda",,,,,,,
"Government Degree College, Nandikotkur",,,,,,,
"Government Degree College, Ongole",,,,,,,
"Government Degree College, Paloncha",,,,,,,
"Government Degree College, Pamarru",,,,,,,
"Government Degree College, Pourmamilla",,,,,,,
"Government Degree College, Rewa",,,,,,,
"Government Degree College, Sehore",,,,,,,
"Government Degree College, Srisailam",,,,,,,
"Government Degree College, Srungavarapu Kota",,,,,,,
"Government Degree College, Tadipatri",,,,,,,
"Government Degree College, Vijayawada",,,,,,,
"Government Degree College, Yellandu",,,,,,,
Government Degree Girls College,,,,,,,
Government Dental College,,,,,,,
Government Dental College And Hospital,,,,,,,
Government Dhanvantari Ayurvedic College,,,,,,,
Government Dhuleshwar Sanskrit College,,,,,,,
Government Education Institute,,,,,,,
"Government Engineering College, Rewa",,,,,,,
"Government Engineering College, Sagar",,,,,,,
"Government Engineering College, Ujjain",,,,,,,
Government Evening College,,,,,,,
Government First Grade Arts & Commerce College,,,,,,,
Government First Grade Arts Commerce College,,,,,,,
Government First Grade College,,,,,,,
Government First Grade College Alnavar,,,,,,,
Government First Grade College Arkalgud,,,,,,,
Government First Grade College Asc,,,,,,,
Government First Grade College Bangarpet,,,,,,,
Government First Grade College Belthangady,,,,,,,
Government First Grade College Bhadravatiold Town,,,,,,,
Government First Grade College Bidar,,,,,,,
Government First Grade College Byndoor,,,,,,,
Government First Grade College Chickballpura,,,,,,,
Government First Grade College Chintamani,,,,,,,
Government First Grade College D K,,,,,,,
Government First Grade College Dasandoddi,,,,,,,
Government First Grade College Davangree,,,,,,,
Government First Grade College Devanahalli,,,,,,,
Government First Grade College For Women,,,,,,,
Government First Grade College Gajendragad,,,,,,,
Government First Grade College Gubbi,,,,,,,
Government First Grade College Gudageri,,,,,,,
Government First Grade College Halengady,,,,,,,
Government First Grade College Haliyal,,,,,,,
Government First Grade College Hirekerur,,,,,,,
Government First Grade College Holehonnur,,,,,,,
Government First Grade College Holenarsipur,,,,,,,
Government First Grade College Hosadurga,,,,,,,
Government First Grade College Huliyar,,,,,,,
Government First Grade College Jewergi,,,,,,,
Government First Grade College Kadur,,,,,,,
Government First Grade College Karnada,,,,,,,
Government First Grade College Karnataka,,,,,,,
Government First Grade College Kaup,,,,,,,
Government First Grade College Khushalnagar,,,,,,,
Government First Grade College Koppa,,,,,,,
Government First Grade College Krishnaraj Nagar,,,,,,,
Government First Grade College Krishnarajapet,,,,,,,
Government First Grade College Kunigal,,,,,,,
Government First Grade College Malur,,,,,,,
Government First Grade College Mulbagalu,,,,,,,
Government First Grade College Mundgod,,,,,,,
Government First Grade College Nesargi,,,,,,,
Government First Grade College Periayapatna,,,,,,,
Government First Grade College Sakaleshpur,,,,,,,
Government First Grade College Savanur,,,,,,,
Government First Grade College Shahapur,,,,,,,
Government First Grade College Shikaripur,,,,,,,
Government First Grade College Shorapur,,,,,,,
Government First Grade College Soraba,,,,,,,
Government First Grade College Turuvekere,,,,,,,
Government First Grade College Udupi,,,,,,,
Government First Grade College Yellapur,,,,,,,
"Government First Grade College,Kundgol",,,,,,,
Government First Grade Women S College,,,,,,,
"Government G.R. Medical College, Gwalior",,,,,,,
Government Gandhi,,,,,,,
Government Gandhi Memorial Sciencecollege,,,,,,,
Government Geetanjali Girls College,,,,,,,
"Government Girls (P.G.) College, Indore",,,,,,,
Government Girls College,,,,,,,
"Government Girls College, Ganjbasoda",,,,,,,
"Government Girls College, Ranjhi",,,,,,,
Government Girls Degree College,,,,,,,
Government Govind Degree College,,,,,,,
Government Graduate College,,,,,,,
Government Guru Nanak College,,,,,,,
Government Hadi Rani College,,,,,,,
Government Hamida Arts & Commerce College,,,,,,,
Government Higher Education Teachers' Training College,,,,,,,
Government Home Science College,,,,,,,
Government Home Science College Chandigarh,,,,,,,
Government Indira Gandhi Home Science College,,,,,,,
Government Institute Of Education(P.G.),,,,,,,
Government Institute of Fine Arts,,,,,,,
Government Institute of Fine Arts IPS Academy,,,,,,,
Government Institute Of Science Education (P.S.M),,,,,,,
Government Jalad Trimurti College,,,,,,,
Government Jawaharlal Nehru College,,,,,,,
Government Junnerdeo Mahavidyalaya,,,,,,,
Government Kalidas Girls College,,,,,,,
"Government Kamla Nehru Mahila Mahavidyalaya, Balaghat",,,,,,,
"Government Kamla Nehru Mahila Mahavidyalaya, Damoh",,,,,,,
Government Kanya Mahavidyalaya,,,,,,,
Government Kasturba Girls Degree College,,,,,,,
Government Keonjhar Womens College,,,,,,,
Government Kirti College,,,,,,,
Government Kktm College,,,,,,,
Government Kusum Mahavidyalaya,,,,,,,
Government L.B.S. College,,,,,,,
Government Laxmaneshwar College,,,,,,,
Government Laxmi Saraswati Gopal Krishna Mahavidyalaya,,,,,,,
Government Madhav Mahavidyalaya,,,,,,,
"Government Madhav Music College, Gwalior",,,,,,,
"Government Madhav Music College, Ujjain",,,,,,,
Government Mahakoshal Arts & Commerce Mahavidyalaya,,,,,,,
Government Maharaja College,,,,,,,
Government Maharaja Martand Degree College,,,,,,,
Government Maharajas Acharya Sanskrit College,,,,,,,
Government Maharani Laxmi Bai Girls College,,,,,,,
Government Maharishi Arvind Graduate College,,,,,,,
Government Mahatma Gandhi Memorial College,,,,,,,
Government Mahavidyalaya,,,,,,,
Government Mahila Mahavidyalaya,,,,,,,
Government Mankanwarbai Mahila Arts & Commerce College,,,,,,,
Government Medical College,,,,,,,
Government Medical College Gujarat,,,,,,,
Government Medical College Karnataka,,,,,,,
Government Meera Girls College,,,,,,,
Government Music College,,,,,,,
Government Music Degree College,,,,,,,
Government N E S College,,,,,,,
Government Narmada Mahavidyalaya,,,,,,,
Government National College,,,,,,,
Government Naveen Kanya Mahavidyalaya,,,,,,,
Government Nehru College,,,,,,,
"Government Nehru Degree College, Guna",,,,,,,
"Government Nehru Degree College, Morena",,,,,,,
"Government Nehru Degree College, Shahdol",,,,,,,
Government New Girls PG Degree College,,,,,,,
"Government New Science College, Indore",,,,,,,
"Government New Science College, Rewa",,,,,,,
Government O.F.K.College,,,,,,,
Government P D Commerce Arts College,,,,,,,
Government P G Science College,,,,,,,
"Government P.G .College, Morena",,,,,,,
Government P.G. College,,,,,,,
Government P.G. College Of Education,,,,,,,
"Government P.G. College, Balaghat",,,,,,,
"Government P.G. College, Betul",,,,,,,
"Government P.G. College, Chhindwara",,,,,,,
"Government P.G. College, Damoh",,,,,,,
"Government P.G. College, Datia",,,,,,,
"Government P.G. College, Guna",,,,,,,
"Government P.G. College, Hamirpur",,,,,,,
"Government P.G. College, Indore",,,,,,,
"Government P.G. College, Khargon",,,,,,,
"Government P.G. College, Narsinghpur",,,,,,,
Government Pench Valley PG Mahavidyalaya,,,,,,,
Government PG COLLEGE,,,,,,,
Government Physical Education College For Women,,,,,,,
Government Psychology Sandrashan College,,,,,,,
Government Ramchandra Vishwanath College,,,,,,,
Government Ramvijay Pratap Singh Degree College,,,,,,,
Government Rani Anna College For Women,,,,,,,
Government Raza P.G. College,,,,,,,
Government Ripudaman College,,,,,,,
Government Rourkela Evening College,,,,,,,
Government S.K. College,,,,,,,
Government S.N.M. Girls Degree College,,,,,,,
Government S.N.U. College,,,,,,,
Government S.S. Agarwal College,,,,,,,
Government Saiha College,,,,,,,
Government Sanjay Gandhi Memorial College,,,,,,,
Government Sanjay Gandhi Samriti College,,,,,,,
Government Sanskrit College,,,,,,,
Government Sanskrit College Kajipuram,,,,,,,
Government Sanskrit Degree College,,,,,,,
Government Sasj Degree College,,,,,,,
Government School of Art,,,,,,,
Government Science & Commerce College,,,,,,,
Government Science College,,,,,,,
Government Science College Bangalore,,,,,,,
Government Science College Chitradurga,,,,,,,
Government Science College Gandhinagar,,,,,,,
Government Science College Hassan,,,,,,,
Government Science College Tumkur,,,,,,,
"Government Science College, Chhindwara",,,,,,,
Government Shakambhar College,,,,,,,
Government Shastri Sanskrit College,,,,,,,
Government Shastri Sanskrit Mahavidyalaya,,,,,,,
Government Shivalik College,,,,,,,
Government Shree Eklingnath Acharya Sanskrit College,,,,,,,
Government Shrimant Madhavrao Scindia,,,,,,,
Government Shrimant Madhavrao Scindia Post Graduate College,,,,,,,
Government Swami Vivekanand Mahavidyalaya,,,,,,,
Government T.R.S. Arts College,,,,,,,
Government Teachers Training College,,,,,,,
Government Thakur Niranjan Singh Mahavidyalaya,,,,,,,
Government Thirumagal Mills College,,,,,,,
Government Tilak College,,,,,,,
Government Training College,,,,,,,
Government Tulsi College,,,,,,,
Government V.R.S. Degree College,,,,,,,
Government Victoria College,,,,,,,
Government Vikram College,,,,,,,
Government Vishwanath Yadav Tamskar P G Savshasi Mahavidyalaya,,,,,,,
Government Vivekanand College,,,,,,,
Government Vivekananda Mahavidyalaya,,,,,,,
Government Vrinda Sahai Degree College,,,,,,,
Government Wangkhao College,,,,,,,
Government Women's College,,,,,,,
Government Womens College,,,,,,,
Government Zawlnuam College,,,,,,,
Government Zirtiri Residential Science College,,,,,,,
GovernmentP.G. Mahila College,,,,,,,
Govind National College,,,,,,,
Govinda Dasa College,,,,,,,
Govinda Pai Memorial Government College,,,,,,,
Govinda Prasad Mahavidyalaya,,,,,,,
Govindammal Adithanar Womens College,,,,,,,
Govindpur College,,,,,,,
Govindrao Varjwaker Arts & Commerce College,,,,,,,
Govt Arts & Science College,,,,,,,
Govt Arts Commerce College,,,,,,,
Govt College,,,,,,,
Govt College For Girls,,,,,,,
Govt College For Girls Chandigarh,,,,,,,
Govt College for men,,,,,,,
Govt College for Women,,,,,,,
Govt College For Women Faridabad,,,,,,,
Govt College For Women Gandhi Nagar,,,,,,,
Govt College For Women Guntur,,,,,,,
Govt College For Women Haryana,,,,,,,
Govt College For Women Jammu and Kashmir,,,,,,,
Govt College For Women Karnataka,,,,,,,
Govt College For Women Khammam,,,,,,,
Govt College For Women M A Road,,,,,,,
Govt College For Women Mandya,,,,,,,
Govt College For Women Nawakadal,,,,,,,
Govt College For Women Ramgirinalgonda,,,,,,,
Govt College For Women Rohtak,,,,,,,
Govt College For Women Srikakulam,,,,,,,
Govt College Haryana,,,,,,,
Govt College of Education,,,,,,,
Govt College Of Education Belgaum,,,,,,,
Govt College Of Education Haryana,,,,,,,
Govt College Of Education Jammu and Kashmir,,,,,,,
Govt College Of Education Karnataka,,,,,,,
Govt College Of Education Srinagar,,,,,,,
Govt College Of Physical Education,,,,,,,
Govt Degree College,,,,,,,
Govt Degree College Adilabad,,,,,,,
Govt Degree College Chennoor,,,,,,,
Govt Degree College For Women,,,,,,,
Govt Degree College For Women Adilabad,,,,,,,
Govt Degree College For Women Anantapur,,,,,,,
Govt Degree College For Women Begumpet,,,,,,,
Govt Degree College For Women Chittor,,,,,,,
Govt Degree College For Women Karimnagar,,,,,,,
Govt Degree College For Women Medak,,,,,,,
Govt Degree College For Women Wanaparthy,,,,,,,
Govt Degree College For Women West Godavari,,,,,,,
Govt Degree College Khammam,,,,,,,
Govt Degree College Of Women,,,,,,,
Govt Degree College Peddapalli,,,,,,,
Govt Degree College Sadasivpet,,,,,,,
Govt First Grade College ASC,,,,,,,
Govt First Grade College for Women,,,,,,,
Govt Girls College,,,,,,,
Govt Girls College Ambikapur,,,,,,,
Govt Girls College Jashpurnagar,,,,,,,
Govt Girls College Korba,,,,,,,
Govt Girls College Pendra,,,,,,,
Govt Girls College Raigarh,,,,,,,
Govt Girls Degree College,,,,,,,
Govt Instt Of Advancedstudy In Education,,,,,,,
Govt J Madhya Pradesh College,,,,,,,
Govt K G Arts Science College,,,,,,,
Govt Lahiri College,,,,,,,
Govt National College,,,,,,,
Govt Navin Girls College,,,,,,,
Govt Nizamiatibbi College,,,,,,,
Govt Pingle College For Women,,,,,,,
Govt Ramnarayan Chellaram College Of Commerce,,,,,,,
Govt Science College,,,,,,,
Govt Teachers Training College Bihar,,,,,,,
Govt TeachersTraining College,,,,,,,
Govt. College,,,,,,,
Govt. Taranath V.P.'S Ayurveda College,,,,,,,
Gowtham Degree College,,,,,,,
Gowthami Degree College,,,,,,,
"Gowthami Degree College, Khammam",,,,,,,
"Gowthami Degree College, Mahaboobnagar",,,,,,,
"Gowthami Degree College, Nalgonda",,,,,,,
Gowthami Pg College,,,,,,,
"Grace Degree College, Gannavaram",,,,,,,
Gram Panchayat College,,,,,,,
Gram Samaj Degree College,,,,,,,
Gram Vikas Santhsthas College Of Arts,,,,,,,
Gramin Ayurved College,,,,,,,
Gramin Mahila Mahavidyalaya,,,,,,,
Gramodaya Mahavidyalaya and Shodh Sansthan,,,,,,,
Gramodya Ashram Degree College,,,,,,,
Gramya Bharti Vidyapith,,,,,,,
Graphic Era Institute Of Technology,,,,,,,
Green Valley College Education,,,,,,,
Gudleppa Hallikari Arts Science And Commerce College,,,,,,,
Guhagar Education Societys G.B. Tatha Tatyasaheb,,,,,,,
Gujarat Arts Science College,,,,,,,
Gujarati Seva Mandal Degree College For Women,,,,,,,
Gulab Devi PG Girls College,,,,,,,
Gulab Mahavidyalaya,,,,,,,
Gulabchand Pukraj Porwal Arts And Comerce And Veeramanna Veerayya Salina Sindgi Karnataka,,,,,,,
Gulam Nabi Azad Arts & Commerce College,,,,,,,
Gulzar Memorial College Education,,,,,,,
Gunjahalli Hirenagappa College Commerce,,,,,,,
Guntur Chalamaiah Karpurapu V.(G.C.K.V.) Narayana Degree College,,,,,,,
Guntur Medical College,,,,,,,
Gunupur College,,,,,,,
Gupta College Of Technological Science,,,,,,,
Gurajada College Education,,,,,,,
Guru Gobind Singh College,,,,,,,
Guru Gobind Singh College Chandigarh,,,,,,,
Guru Gobind Singh Government College,,,,,,,
Guru Gobind Singh GovernmentCollege,,,,,,,
Guru Gobind Singh Khalsa College,,,,,,,
Guru Gobind Singh Khalsa College for Women,,,,,,,
Guru Kashi College,,,,,,,
Guru Nanak Bhai Lalo Ramghaaria College For Women,,,,,,,
Guru Nanak College,,,,,,,
Guru Nanak College Education Training,,,,,,,
Guru Nanak College for Girls,,,,,,,
Guru Nanak College for Women,,,,,,,
Guru Nanak College Of Education For Women,,,,,,,
Guru Nanak College of Science,,,,,,,
Guru Nanak Dev University College,,,,,,,
Guru Nanak Girls College,,,,,,,
Guru Nanak Girls Degree (PG) College,,,,,,,
Guru Nanak Government College,,,,,,,
Guru Nanak Khalsa College,,,,,,,
Guru Nanak Khalsa College For Women,,,,,,,
Guru Nanak Khalsa College Haryana,,,,,,,
Guru Nanak Khalsa Girls College,,,,,,,
Guru Nanak National College,,,,,,,
Guru Nanak National College For Women,,,,,,,
Guru Nanak Nav Bharat College,,,,,,,
Guru Nanak Prem Karamsa College,,,,,,,
Guru Nank Academy Girls Degree College,,,,,,,
Guru Shree Shanti Vijai Jain College For Women,,,,,,,
Guru Teg Bahadur College,,,,,,,
Guru Tegh Bahadur Khalsa College For Women,,,,,,,
Guru Tegh Bahadur National College,,,,,,,
Gurucharan College,,,,,,,
Gurudas College,,,,,,,
Gurudas College Of Commmerce,,,,,,,
Gurudev Arts & Science College,,,,,,,
Gurukul Mahavidyalaya,,,,,,,
Gurukul Mahila Arts Commerce College,,,,,,,
Gurunanak Dev Engineering College,,,,,,,
Guruwarya Dashu Ananda Arts & Commerce College,,,,,,,
Gushkara Mahavidyalaya,,,,,,,
Guthikondasreeramulu Arts Science Degree College,,,,,,,
Guwahati College,,,,,,,
Guwahati Commerce College,,,,,,,
Gvr & S. Inst. For Professional Studies,,,,,,,
GVRS Govt Degree College,,,,,,,
GVSM Govt Degree College,,,,,,,
Gyan Chand Jain Commerce College,,,,,,,
Gyan Jyoti Mahavidylaya,,,,,,,
Gyan Mandir College,,,,,,,
Gyani Ram Harakh Chand Saravgi Government College Of Arts And Commerce,,,,,,,
Gyanodaya Degree College,,,,,,,
Gyanpeeth Degree College,,,,,,,
H A College Commerce,,,,,,,
H C Boraiah Memorial Sc St First Grade College,,,,,,,
H C D G College,,,,,,,
H C Women'S College,,,,,,,
H D Jain College,,,,,,,
H H B Kotak Institute Science,,,,,,,
H K E S' Smt Chinamma Bisappapatil Arts Commerce College Karnataka,,,,,,,
H K E Society M S I Arts Science Degree College,,,,,,,
H K E Socity'S A V Patil Degree College Of Arts Science Commerce,,,,,,,
H K E Socitys Basaveshwar College Education,,,,,,,
H K E'S Smt V G College For Women'S,,,,,,,
H K Es S S Margol College Arts Science Commerce Shasabad,,,,,,,
H K Es Sri Prabhu Arts Science And J M Bohra Commerce College Sholapur,,,,,,,
H K H College,,,,,,,
H K Veerana Gowdh First Grade College,,,,,,,
H L G Government College Tauru,,,,,,,
H L Institute Commerce,,,,,,,
H L Institute Commerce C O H L Commerce College Comp Gujarat,,,,,,,
H L Institute Computer Applications,,,,,,,
H L Patel Arts And Commerce College,,,,,,,
H M V Arts And Commerce College,,,,,,,
H Madhya Pradeshatel Institute English Training And Research,,,,,,,
H N Doshi Arts R N Doshi College Commerce,,,,,,,
H P P C Government First Grade College,,,,,,,
H P S College,,,,,,,
H R College Amanour,,,,,,,
H R College Bihar,,,,,,,
H R Sri Ramalu Memorial Arts Science College,,,,,,,
H S College Bihar,,,,,,,
H S College Haveli Hkharagpur,,,,,,,
H.B.T. Institute,,,,,,,
H.C. P.G.College,,,,,,,
H.Govindrao Pansare Mahavidyalaya,,,,,,,
H.H. Memorial Law College,,,,,,,
H.H. The Rajas College,,,,,,,
H.I.S. Degree College,,,,,,,
H.J. Thim College of Arts & Science,,,,,,,
H.K.E. Societys P.D.A. Engineering College,,,,,,,
H.K.R.H. College,,,,,,,
H.L.M. College,,,,,,,
"H.M. Degree College, Punganur",,,,,,,
"H.M. Degree College, Rayachoti",,,,,,,
H.M.H.Degree College,,,,,,,
H.N. Bahuguna Degree College,,,,,,,
H.P.T. Arts & R.Y.K.Science College,,,,,,,
H.R. College Of Commerce & Economics,,,,,,,
H.R.D. Degree College,,,,,,,
"H.R.D. Degree College, Nalgonda",,,,,,,
H.S.A. Degree College,,,,,,,
H.V. Desai College Of Artsscience & Commcollege,,,,,,,
HAES;s Smt KA Jigalur Arts & Commerce College,,,,,,,
HaesS Smt K A Jigalur Arts Commerce College,,,,,,,
Haindavi College,,,,,,,
Halakura College,,,,,,,
Haldia Government College,,,,,,,
Halflong Government College,,,,,,,
Halim Muslim Degree (PG) College,,,,,,,
Hamidabad College,,,,,,,
Hamidia Girls Degree College,,,,,,,
Handa College Education,,,,,,,
Handia Degree College,,,,,,,
Handique Girls' College,,,,,,,
Hans Raj College,,,,,,,
Hans Raj Mahila College,,,,,,,
Hansraj Jiwandas College Of Education,,,,,,,
Hanuman Vyamshala Krida Mandals Physical Education College,,,,,,,
Harakejamd Chouradia College,,,,,,,
Harhi College,,,,,,,
Harideojoshi Rajkiya Kanya Mahavidyalaya,,,,,,,
Harihar Prasad Mahavidyalaya,,,,,,,
Haringata Mahavidyalya,,,,,,,
Harish Chandra Degree College,,,,,,,
Harishchandra Mahavidyalaya,,,,,,,
Harivallabhdas Kalidas Arts College,,,,,,,
Harmukh College Education,,,,,,,
Harsahay Degree College,,,,,,,
Harsh Mahila Mahavidyalaya,,,,,,,
Harur Muthu Arts And Science College For Women,,,,,,,
Harvansh Daya Parkash Shyamo Devi Degree College,,,,,,,
"Harvard Degree College, Thondangi",,,,,,,
HASANAMBA COLLEGE OF EDUCATION,,,,,,,
Hasananmba College Education,,,,,,,
Hashmi Girls Degree College,,,,,,,
Hasnath College For Women,,,,,,,
Hassan Shah Kohie Hami Memorial Government Degree College,,,,,,,
Hatidhura College,,,,,,,
Hawabagh Womens College,,,,,,,
Heeralal Yadav Balika Degree College,,,,,,,
Hemoprova Barbera Girls College,,,,,,,
Henry Baker College,,,,,,,
Heramba Chandra College,,,,,,,
Hill College,,,,,,,
Himachal Pradesh University Evening College,,,,,,,
Himalayan College Education,,,,,,,
Hindi Mahavidayalaya,,,,,,,
Hindi Teachers Training College,,,,,,,
Hindu College,,,,,,,
Hindu College Education,,,,,,,
Hindu Degree College,,,,,,,
Hindu Degree College For Women,,,,,,,
Hindu Girls College,,,,,,,
Hindu Girls College Jagadhari,,,,,,,
Hindu Kanya College,,,,,,,
Hindu Kanya Mahavidyalaya,,,,,,,
Hindu Kanya Mahavidyalaya (PG) College,,,,,,,
Hindustan Shipyard Degree College,,,,,,,
Hindusthan College Of Arts And Science,,,,,,,
Hira Nand Mahavidyalaya,,,,,,,
Hirachand Nemchand College Of Commerce,,,,,,,
Hirakud College,,,,,,,
Hiralal Bharat College,,,,,,,
Hiralal Ramniwas Post Graduate College,,,,,,,
Hiralal Ramniwas Post-graduate College,,,,,,,
Hislop College,,,,,,,
Hitkari Co Operative Shrmjivi Evening College,,,,,,,
Hitkarini Arts Commerce & Science College,,,,,,,
Hitkarini Mahila College,,,,,,,
Hitkarini Prashikshan Mahila Mahavidyalaya,,,,,,,
Hits Degree College,,,,,,,
Hojai College,,,,,,,
Holkar Science College,,,,,,,
Holy Cross College,,,,,,,
"Holy Cross College, Nagercoil",,,,,,,
Holy Cross Degree College For Women,,,,,,,
Holy Cross Home Science College,,,,,,,
Holy Cross Institute Of Management And Technology,,,,,,,
Holy Jesus & Mary Pg College Of Computer Science,,,,,,,
"HOME SCIENCE COLLEGE AND RESEARCH INSTITUTE,MADURAI",,,,,,,
Hooghly Womens College,,,,,,,
"HORTICULTURAL COLLEGE AND RESEARCH INSTITUTE,PERIYAKULAM",,,,,,,
"HORTICULTURE COLLEGE AND RESEARCH INSTITUTE, COIMBATORE",,,,,,,
Hoyasaleswara College,,,,,,,
Hrangbana College,,,,,,,
Hrudyananda Samarak Mahavidyalaya,,,,,,,
Hullcoti Co Operative Education Society Arts Science Commerce College Gadag,,,,,,,
Hutatma Rajguru Mahvidyalaya,,,,,,,
Hutatma Rashtriya Arts & Science College,,,,,,,
Hyderabad Degree College,,,,,,,
Hyderabad Study Circle,,,,,,,
I B College,,,,,,,
I D S G Govt College,,,,,,,
I G Govt College,,,,,,,
I G Mahila Mahavidyalaya,,,,,,,
I G National College,,,,,,,
I.C.N.A.S. College,,,,,,,
I.H.R.D. College Of Applied Sciences,,,,,,,
"I.H.R.D. College Of Applied Sciences, Mavelikara",,,,,,,
I.I.M.T College of Science and Technology,,,,,,,
I.M.P.S. Degree College,,,,,,,
I.P. Degree College,,,,,,,
I.T.M. College Of Arts & Science,,,,,,,
"I.V.N. Raju Degree College, Vizianagaram",,,,,,,
Ibrahimpatnam Degree College,,,,,,,
"ICAR Research Complex for Eastern Region including Centre of Makhana, Patna",,,,,,,
ICAR Research Complex Goa,,,,,,,
Idar Ajana Patidar H K M Arts College P N Patel Commerce College,,,,,,,
Ideal And Sri Krishna Chaitanya Memorial Degree College,,,,,,,
Ideal College Arts Science,,,,,,,
Ideal College Of Arts & Science,,,,,,,
Ideal Degree College For Women,,,,,,,
Ideal Girls College,,,,,,,
Idhaya College Of Arts & Scence For Women,,,,,,,
Idhaya College Of Arts And Science For Women,,,,,,,
"Idhaya Womens College, Sarugani",,,,,,,
Idhayam Womens College,,,,,,,
IDSG Governement College,,,,,,,
Ilahiya Arts & Science College,,,,,,,
Illahia College of Arts and Science,,,,,,,
Immaculate College,,,,,,,
IMMACULATE COLLEGE FOR WOMENS,,,,,,,
Immanuel College,,,,,,,
Imphal Art College,,,,,,,
Imphal College,,,,,,,
Inder Dev Institute Of Education Of Technology,,,,,,,
India Culture League Societys Motilal Jhunjhunwal,,,,,,,
Indian Academy Degree College,,,,,,,
"Indian Agricultural Statistical Research Institute, New Delhi",,,,,,,
Indian College Of Arts & Draftmanship,,,,,,,
"Indian Grassland and Fodder Research Institute, Jhansi",,,,,,,
Indian Harvard Arts And Science College,,,,,,,
Indian Inst. Of Hotel Management & Culinary Arts,,,,,,,
Indian Institute Management And Commerce,,,,,,,
"Indian Institute of Agricultural Biotechnology, Ranchi",,,,,,,
Indian Institute of Art & Design,,,,,,,
"Indian Institute of Horticultural Research, Bangalore",,,,,,,
Indian Institute of Management and Commerce,,,,,,,
"Indian Institute of Natural Resins and Gums, Ranchi",,,,,,,
"Indian Institute of Pulses Research, Kanpur",,,,,,,
"Indian Institute of Soil Sciences, Bhopal",,,,,,,
"Indian Institute of Sugarcane Research, Lucknow",,,,,,,
"Indian Institute of Vegetable Research, Varanasi",,,,,,,
Indian School Of Business & Finance (ISBF),,,,,,,
Indira Gandhi (Sr) College Cidco,,,,,,,
Indira Gandhi Arts & Commerce College,,,,,,,
Indira Gandhi Arts Science College,,,,,,,
Indira Gandhi Balika Niketan College,,,,,,,
Indira Gandhi College For Women,,,,,,,
Indira Gandhi Colleges Of Arts & Science,,,,,,,
Indira Gandhi Degree College,,,,,,,
"Indira Gandhi Degree College, Bobbili",,,,,,,
Indira Gandhi Government College,,,,,,,
Indira Gandhi Government Degree College,,,,,,,
Indira Gandhi Govt. Degree College,,,,,,,
Indira Gandhi Institute Of Science And Technology,,,,,,,
Indira Gandhi Jayanthi Womens College,,,,,,,
Indira Gandhi Rajkiya Mahila Mahavidyalaya,,,,,,,
Indira Gandhi Rashtriy Uran Akadamic,,,,,,,
Indira Gandhi Womens College,,,,,,,
Indira Mahavidyalaya,,,,,,,
Indira Priyadarshini Govt Degree Colleg For Women,,,,,,,
Indira Rajiv Memorial College,,,,,,,
Indira Smriti Mahavidyalaya,,,,,,,
Indira Womens Degree College,,,,,,,
"Indira Womens Degree College, Siddipet",,,,,,,
Indirabai Meghe Mahila Mahavidyalaya,,,,,,,
Indiramma Womens Degree College,,,,,,,
Indo Asian Academy Degree College,,,,,,,
Indo-American College,,,,,,,
Indore Christian College,,,,,,,
Indore School of Social Work,,,,,,,
Indra Priyadarshini College,,,,,,,
Indrani Mahavidyalaya,,,,,,,
Indraprastha College For Women,,,,,,,
Indravati Mahavidyalaya (+3),,,,,,,
Indrawas Kumari Memorial Degree College,,,,,,,
Innovative Institute Of Education And Technology,,,,,,,
Insight Institute Education And Training,,,,,,,
Institute Aviation Medicine,,,,,,,
Institute Of Applied Medicines & Research,,,,,,,
Institute Of Education For Women,,,,,,,
Institute of Environment & Management,,,,,,,
